pmid,titre,abstract,annee,journal,requete,abstract_length,abstract_words
33928410,Risk of suicide attempt and suicide in young adult refugees compared to their Swedish-born peers: a register-based cohort study.,"Refugees, especially minors, who often have experienced traumatic events, are a vulnerable group regarding poor mental health. Little is known, however, of their risk of suicidal behaviour as young adults. We aimed to investigate the risk of suicidal behaviour for young adult refugees who migrated as minors. The moderating role of education and history of mental disorders in this association was also investigated. In this register linkage study, all 19-30-year-old Swedish-born (n 1,149,855) and refugees (n 51,098) residing in Sweden on December 31st, 2009 were included. The follow-up period covered 2010-2016. Cox models were used to calculate hazard ratios (HRs) with 95 confidence intervals (CIs). The multivariate models were adjusted for socio-demographic, labour market marginalisation and health-related factors. Compared to Swedish-born, the risk of suicide attempt was lower for all refugees (HR 0.78, 95 CI 0.70-0.87), and accompanied refugee minors (HR 0.77, 95 CI 0.69-0.87), but estimates did not differ for unaccompanied refugee minors (HR 0.83, 95 CI 0.62-1.10). Low education and previous mental disorders increased the risk of suicide attempt in both refugees and Swedish-born, with lower excess risks in refugees. Findings for suicide were similar to those of suicide attempt. Young adult refugees have a lower risk of suicidal behaviour than their Swedish-born peers, even if they have low educational level or have mental disorders. Young refugees who entered Sweden unaccompanied do not seem to be equally protected and need specific attention.",2021,Social psychiatry and psychiatric epidemiology,employment_status_mental_health_graduates,1571,234
33805164,Educational and Employment Outcomes among Young Australians with a History of Depressive Symptoms: A Prospective Cohort Study.,"The aim of this study was to investigate whether depressive symptoms reported during adolescence are associated with subsequent educational and employment outcomes, including whether experiences of depressive symptoms in adolescence are associated with higher exposures to adverse psychosocial job stressors among those who were employed in emerging adulthood. We used data from the Victorian arm of the International Youth Development Study (IYDS). Multiple logistic regression analyses were used to model the association of depressive symptoms reported in 2002 (wave one) and or 2003 (wave two) and self-reported completion of compulsory secondary schooling, employment status, and exposure to a number of psychosocial job stressors roughly a decade later (i.e., at wave three in 2014). In fully adjusted models, reporting high depressive symptoms at waves one or two (odds ratio (OR) 0.71, 95 confidence interval (CI) 0.55 to 0.92), as well as at both waves (OR 0.55, 95 CI 0.41 to 0.75) were associated with a reduced likelihood of completing secondary schooling by wave three. High depressive symptoms reported at multiple waves were also associated with a reduced likelihood of employment (OR 0.49, 95 CI 0.36 to 0.66). Amongst those employed at wave three ( n 2091; 72.5 ), adolescent depressive symptoms were associated only with workplace incivility. Psychosocial job stressor exposures should be considered in the design and selection of jobs for young workers with a history of depressive symptoms in order to increase employment participation and sustainability for young people experiencing symptoms of depression.",2021,International journal of environmental research and public health,employment_status_mental_health_graduates,1627,244
36695148,Employment trajectories until midlife associate with early social role investments and current work-related well-being.,"Applying social investment theory (SIT), we examined whether employment trajectories until midlife, with differential investments in education and employment, are associated with social investments during early life and with work-related well-being in midlife, with a special reference to potential differences between self-employment and paid work. In the Northern Finland Birth Cohort 1966 (n 6496; 2963 men, 3533 women), life-history calendars from age 16-45 were used to determine the respondents yearly employment statuses (student, full-time employee, part-time employee, self-employed, unemployed, on parental leave, on sabbatical leave or otherwise not working). Latent class analysis was used to identify the employment trajectories. The associations of these trajectories with indicators of social investments in early life (mother s attitude to financial self-reliance, father s socioeconomic status, own success at school) and work-related well-being at age 46 (job satisfaction, life satisfaction, absence of retirement thoughts, work engagement, work favoring attitude and perceived job control) were studied using regression models and analyses of variance, adjusting for life situation at age 46. We identified five employment trajectories for both genders: 1) traditional full-time, 2) highly educated, 3) self-employed, 4) delayed full-time and 5) floundering employees. In early life, a mother emphasizing self-reliance in earning one s living was associated with both highly educated and self-employed trajectories. A white-collar father and own success at school preceded a highly educated trajectory. A farmer family background preceded self-employed trajectory. At age 46, highly educated and self-employed trajectories were associated with highest well-being at work, while those floundering perceived their work most negatively. Men in the delayed full-time employment trajectory reported better well-being at age 46 than those constantly floundering. Overall, the macroeconomic employment rates were unevenly reflected in the five trajectories. Our findings support SIT by showing that the employment trajectories most favorable for work-related well-being in midlife are long rooted in social investments during early life and characterized by further social investments in employment, such as higher education and self-employment.",2021,Advances in life course research,employment_status_mental_health_graduates,2358,321
33558429,Does the timing and duration of mental health problems during childhood and adolescence matter for labour market participation of young adults?,"Little is known about the timing and duration of mental health problems (MHPs) on young adults labour market participation (LMP). This life-course study aims to examine whether and how the timing and duration of MHPs between childhood and young adulthood are associated with LMP in young adulthood. Logistic regression analyses were performed with data from the Tracking Adolescents Individual Lives Survey (TRAILS), a Dutch prospective cohort study with 15-year follow-up (N 874). Internalising and externalising problems were measured by the Youth Adult Self-Report at ages 11, 13, 16, 19 and 22. Labour market participation (having a paid job yes no) was assessed at age 26. Internalising problems at all ages and externalising problems at age 13, 19 and 22 were associated with an increased risk of not having a paid job (internalising problems ORs ranging from 2.24, 95 CI 1.02 to 4.90 at age 11 to OR 6.58, CI 3.14 to 13.80 at age 22; externalising problems ORs from 2.84, CI 1.11 to 7.27 at age 13 to OR 6.36, CI 2.30 to 17.56 at age 22). Especially a long duration of internalising problems increased the risk of not having a paid job in young adulthood. The duration of MHPs during childhood and adolescence is strongly associated with not having paid work in young adulthood. This emphasises the necessity of applying a life-course perspective when investigating the effect of MHPs on LMP. Early monitoring, mental healthcare and the (early) provision of employment support may improve young adult s participation in the labour market.",2021,Journal of epidemiology and community health,employment_status_mental_health_graduates,1545,253
33438137,Implementing Coordinated Specialty Care in CMHC Youth and Young Adults with Severe Mental Illness: Preliminary Outcome Assessment.,"This study assessed impact of Coordinated Specialty Care (CSC), expanded to include both first episode psychosis (FEP) and severe mental health disorders (e.g., depression, bipolar disorder, trauma) in youths attending Community Mental Health Centers (CMHCs). Eligible youth and young adults (ages 16-26 years, N 201) were recruited from two CMHCs and assessed every 6 months. Paired sample t-tests were performed comparing pre- and post-treatment observations. Statistically significant decreases from pre to post were found in sad and anxious feelings and in days hospitalized for psychiatric emergency and increases were found in subjective health ratings and employment status. This preliminary assessment supports the effectiveness of expanded inclusion criteria for participation in the CSC model.",2021,Community mental health journal,employment_status_mental_health_graduates,803,113
32813210,Do Parents ADHD Symptoms Affect Treatment for their Children? The Impact of Parental ADHD on Adherence to Behavioral Parent Training for Childhood ADHD.,"Nearly half of all youth with Attention-Deficit Hyperactivity Disorder (ADHD) have at least one parent who also meets criteria for the disorder, and intergenerational ADHD is a significant risk factor for poor outcomes following evidence-based behavioral parent training (BPT) programs. Given that BPT is predicated on consistent parental involvement, symptoms of ADHD in parents may be a significant barrier to effective engagement with BPT treatment. In the present investigation, we examine the effect of parental ADHD symptoms on BPT treatment engagement for children with ADHD-predominantly inattentive presentation (N 148, ages 7-11). We examine the following parent- and clinician-rated treatment engagement domains: between-session skill adherence, in-session participation, perceived skill understanding, treatment-engagement attitudes, and session attendance. Parent- and clinician-rated between-session adherence was the only treatment engagement domain related significantly to parental ADHD symptoms. This finding was robust and remained even after accounting for symptoms of parental anxiety and depression, child ADHD symptom severity, and various sociodemographic factors (parental education level, household income, employment status, and being a single parent). These findings suggest that targeting parental ADHD symptoms in the context of parenting interventions may be a promising approach for improving adherence and treatment outcomes for BPT interventions.",2020,Journal of abnormal child psychology,employment_status_mental_health_graduates,1480,195
32788306,Association of negative financial shocks during the Great Recession with depressive symptoms and substance use in the USA: the CARDIA study.,"The Great Recession of 2008 was marked by large increases in unemployment and decreases in the household wealth of many Americans. In the 21st century, there have also been increases in depressive symptoms, alcohol use and drug use among some groups in the USA. The objective of this analysis is to evaluate the influence of negative financial shocks incurred during the Great Recession on depressive symptoms, alcohol and drug use. We employed a quasi-experimental fixed-effects design, using data from adults enrolled in the Coronary Artery Risk Development in Young Adults (CARDIA) study. Our financial shock predictors were within-person change in employment status, income and debt to asset ratio between 2005 and 2010. Our outcomes were within-person change in depressive symptoms score, alcohol use and past 30-day drug use. In adjusted models, we found that becoming unemployed and experiencing a drop in income and were associated with an increase in depressive symptoms. Incurring more debts than assets was also associated with an increase in depressive symptoms and a slight decrease in daily alcohol consumption (mL). Our findings suggest that multiple types of financial shocks incurred during an economic recession negatively influence depressive symptoms among black and white adults in the USA, and highlight the need for future research on how economic recessions are associated with health.",2020,Journal of epidemiology and community health,employment_status_mental_health_graduates,1409,215
32773920,The intertemporal evolution of agriculture and labor over a rapid structural transformation: Lessons from Vietnam.,"We combine nationally representative household and labor force survey data from 1992 to 2016 to provide a detailed description of rural labor market evolution and how it relates to the structural transformation of rural Vietnam, especially within the agricultural sector. Our study adds to the emerging literature on structural transformation in low-income countries using micro-level data and helps to answer several policy-related questions. We find limited employment creation potential of agriculture, especially for youth. Rural-urban real wage convergence has gone hand-in-hand with increased diversification of the rural economy into the non-farm sector nationwide and rapid advances in educational attainment in all sectors and regions workforce. Minimum wage laws seem to have played no significant role in increasing agricultural wages. This enhanced integration also manifests in steady attenuation of the longstanding inverse farm size-yield relationship. Farming has remained securely household-based and the family farmland distribution has remained largely unchanged. Small farm sizes have not obstructed mechanization nor the uptake of labor-saving pesticides, consistent with factor substitution induced by rising real wage rates. As rural households rely more heavily on the labor market, human capital accumulation (rather than land endowments) have become the key correlate of improvements in rural household well-being.",2020,Food policy,employment_status_mental_health_graduates,1440,199
32758200,"Age differences in demographic, social and health-related factors associated with loneliness across the adult life span (19-65 years): a cross-sectional study in the Netherlands.","Recognition of loneliness as a health concern among adults stresses the need to understand the factors associated with loneliness. Research into factors of influence in the various phases of the adult life span (19-65 years) is scarce. Therefore, the associations between demographic, social and health-related factors and loneliness among young (19-34 years), early middle-aged (35-49 years) and late middle-aged adults (50-65 years) were explored. A secondary analysis with a large cross-sectional dataset was performed. Data was collected from September to December 2016 in the Netherlands, by a self-report survey. Loneliness was measured using the De Jong-Gierveld Loneliness Scale. In total, 26,342 adults (19-65 years) participated (response rate: 34 ). Multiple logistic regression analyses were performed to examine associations between demographic, social and health-related factors as independent variables, and loneliness as dependent variable among the three age groups. Prevalence of loneliness among young, early and late middle-aged adults was 39.7, 43.3 and 48.2 , respectively. Living alone, frequency of neighbour contact, perceived social exclusion, psychological distress, psychological and emotional wellbeing were consistently associated with loneliness across the groups. The association between ethnicity and loneliness was stronger among young and early middle-aged adults, compared to late middle-aged adults. Young adults showed the strongest association between contact frequency with friends and loneliness. The strength of association between financial imbalance and loneliness gradually decreased from young to late middle-aged adults. Educational level was associated with loneliness among young adults only, while an association between employment status and loneliness was found solely among early middle-aged adults. For late middle-aged adults only, perceived health was associated with loneliness. Frequency of family contact was associated with loneliness, only among early and late middle-aged adults. This study indicates that factors associated with loneliness across the adult life span may be understood from an age-normative life-stage perspective. Accordingly, there is no one-size-fits-all approach to reduce loneliness among adults, suggesting that a variety of interventions or an indirect approach may be necessary. Future research should focus on causal relations between factors and loneliness in different age groups, using a longitudinal research-design with, preferably, an even broader set of factors.",2020,BMC public health,employment_status_mental_health_graduates,2557,349
32707986,Predictors of Depression in Caucasian Patients with Amyotrophic Lateral Sclerosis in Romania.,"Depression remains an underdiagnosed comorbidity which significantly decreases the quality of life in amyotrophic lateral sclerosis (ALS) patients. We aimed to investigate the prevalence of depression in a cohort of ALS patients with more than one year of disease evolution. A total of 50 ALS patients were evaluated with the Beck Depression Inventory II (BDI-II) and cognition, using the Mini-Cog Standardized Instrument (MCSI). The clinical disability was evaluated using the ALS Functional Rating Scale (ALSFRS). The prevalence of depression was 42.8 . A lower BDI-II score was significantly correlated with a higher education level, the spouse as a caregiver, spiritual devotion, and employment status ( p p 0.006). The functional disability significantly correlated with loss of appetite and loss of libido ( p 0.001). A high education, spiritual devotion, high ALSFRS, and the presence of the spouse as the caregiver were associated with the absence of depression.",2020,Brain sciences,employment_status_mental_health_graduates,970,147
32644764,Understanding the Perceived Mental Health of Canadians During the COVID-19 Pandemic.,"While the physical health implications of the COVID-19 pandemic are regularly publicly available, the mental health toll on Canadians is unknown. This article examines the self-perceived mental health of Canadians during the COVID-19 pandemic and explores associations with various concerns after accounting for socioeconomic and health factors. The cross-sectional Canadian Perspectives Survey Series 1 collected information related to COVID-19 in late March and early April 2020 concerning labour market participation, behaviours, and health for the Canadian population 15 years and older living in the 10 provinces. Socioeconomic and health characteristics of respondents as well as concerns about the impact of COVID-19 were examined to determine differences in experiencing excellent or very good compared to good, fair or poor perceived mental health. Just over half of Canadians aged 15 and older (54 ) reported excellent or very good mental health during the COVID-19 pandemic. Several concerns were also associated with mental health. Notably, after considering the effects of socioeconomic and health characteristics, women, youth, individuals with a physical health condition and those who were very or extremely concerned with family stress from confinement were less likely to report excellent or very good mental health. These findings point to particular risks for lower perceived mental health during the COVID-19 pandemic. Results highlight various concerns of Canadians which may be associated with mental health, in particular, family stress in the home.",2020,Health reports,employment_status_mental_health_graduates,1573,228
32565879,A Game Theory-Based Model for Predicting Depression due to Frustration in Competitive Environments.,"A computational model based on game theory is here proposed to forecast the prevalence of depression caused by frustration in a competitive environment. This model comprises a spatially structured game, in which the individuals are socially connected. This game, which is equivalent to the well-known prisoner s dilemma, represents the payoffs that can be received by the individuals in the labor market. These individuals may or may not have invested in a formal academic education. It is assumed that an individual becomes depressed when the difference between the average payoff earned by the neighbors in this game and the personal payoff surpasses a critical number, which can be distinct for men and women. Thus, the transition to depression depends on two thresholds, whose values are tuned for the model accurately predicting the percentage of individuals that become depressed due to a frustrating payoff. Here, this tuning is performed by using data of young adults living in the United Kingdom in 2014-2016.",2020,Computational and mathematical methods in medicine,employment_status_mental_health_graduates,1018,161
32518967,Innovative medical care concepts for adolescents with severe obesity .,"There is no convincing, science-based treatment or care concept for adolescents with severe obesity in Germany or other countries. The affected young people have an increased risk of numerous somatic comorbidities (e.g. type 2 diabetes mellitus, orthopaedic disorders and sleep apnoea syndrome), mental disorders (e.g. depression and anxiety disorders, social phobia and self-harming behaviour), as well as social isolation (e.g. avoidance of school and unemployment), which develops due to functional impairments and stigmatisation. Despite the negative effects of severe obesity in adolescence, these young people are medically difficult to reach and treat. Only a small percentage of patients actively seek treatment.Aware of these difficulties, the German multi-centre Youth with Extreme Obesity (YES) Study (funded by the German Ministry of Education and Science; 01 GI 1120 A and B) was carried out between 2012 and 2019 with the aim of improving care concepts for this neglected group of young people. In our article, we show possible supply routes. These consist of accompanying the adolescents and treating their comorbidities, sustainable lifestyle interventions in a protected environment and treatment for weight reduction through bariatric surgery. The overriding goals for patients are an increase in self-esteem, early diagnosis and treatment of secondary diseases and integration into the training and labour market.",2020,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",employment_status_mental_health_graduates,1432,207
32501317,Using latent class analysis to identify the complex needs of youth on probation.,"Youth involved with the juvenile justice system have higher rates of unmet social and psychological service needs than the general population. Yet, scant research has addressed the potentially complex needs of youth on probation. This study is thus a first step in improving our ability to promote positive youth development and improved outcomes from youth on probation. It uses administrative data on probation youth from FY2011-2013 in a mid-Atlantic state. We estimated latent class models based on the ordinal scoring (high, moderate, none low) of the 25 subscales from a standardized assessment administered at intake. In order to test whether groups were distinct, we examined a range of variables, including the official risk classification and recidivism rates measured by officieal rearrests and reconvictions. We report the demographic differences between the estimated groups, as well as adverse childhood experiences, school and employment status, previous legal history, and substance use history. Ultimately, the seven-class model produced four groups that others have noted: a relatively low needs (lowest need), relatively high needs (complex needs), substance use service needs, and mental health service needs. The other three groups that emerged include two gender specific groups (one for male and one for female high-need groups) and a group with skills needs that lacks supportive and protective skills. The analyses will facilitate a better appreciation for the service needs of moderate risk youth. Youth on probation are not a uniform population; they reflect tremendous heterogeneity, and probation systems should embrace systemic responsivity to provide appropriate services to improve youth outcomes. Advancing efforts to provide a broader spectrum of services that address multi-morbid conditions can ensure that youth have opportunities to improve their quality of life during the period of supervision.",2020,Children and youth services review,employment_status_mental_health_graduates,1934,284
32493259,Muscular and cardiorespiratory fitness are associated with health-related quality of life among young adult men.,"Despite numerous studies providing evidence for positive effects of physical activity and physical fitness, evidence for association between physical fitness and health-related quality of life (HRQoL) in young adults is limited. The aim of the present cross-sectional study was to investigate the association of cardiorespiratory and muscular fitness with HRQoL from the perspective of its physical and mental components among young adult Finnish males. The sample consisted of 754 men, with the mean age of 26 years (SD 6.7 years), who participated in the military refresher training. HRQoL was measured using the Finnish RAND 36-item health survey. Cardiorespiratory fitness was determined by a bicycle ergometer test, and muscular fitness by various tests measuring maximal strength and muscular endurance. Logistic regression modelling was used to compare low, moderate and high physical and mental component of HRQoL scores to the respective levels of muscular and cardiorespiratory fitness. The findings of the adjusted (age, educational level, marital status, employment status, smoking, use of alcohol and BMI) analysis showed that cardiorespiratory and muscular fitness are positively associated with both physical and mental components of HRQoL. In terms of the physical component of HRQoL, even a moderate fitness level was positively associated with better HRQoL. In terms of the mental component of HRQoL, the impact was seen only in the group with the highest fitness level. The findings suggest a positive contribution of physical fitness to mental health and highlight the importance of both muscular and cardiorespiratory fitness in the promotion of HRQoL. Even lighter forms of physical activity that result in moderate physical fitness could contribute to the physical component of HRQoL. In terms of the mental component of HRQoL, higher levels of physical fitness may be needed to gain higher levels of HRQoL among young males.",2020,BMC public health,employment_status_mental_health_graduates,1948,293
32490935,Health literacy and depression in women with type 2 diabetes mellitus.,"The prevalence of diabetes mellitus has recently increased in Taiwan, and depression is common among these patients. Moreover, a lack of health literacy may lead to depression. In this study, we explored the correlation between health literacy and depression in diabetic women. In this cross-sectional study, 152 women with type 2 diabetes mellitus were recruited from the outpatient clinic of a regional teaching hospital in Taiwan. The data were collected through medical records and a self-reported structured questionnaire, which included items on basic attributes, self-rated health status, the Center for Epidemiologic Studies Depression Scale (CES-D), and Chinese Health Literacy Scale for Diabetes (CHLSD). The results were analyzed using descriptive statistical analyses, bivariate correlation tests, and linear regression analyses. One hundred thirty-five valid questionnaires were obtained. Approximately 20 of the participants had a higher tendency toward depression as per their CES-D score, and the CHLSD results showed that 13.33 had poor health literacy. There was a negative correlation between health literacy and depressive tendencies after adjusting for self-rated health status, economic satisfaction status, employment status, and education level using multivariate linear regression analyses. For each 1-point rise in the CHLSD score, the CES-D score decreased by 0.17 points (z -2.05, p 0.042). A negative correlation was identified between health literacy and depression. Self-rated health status, economic satisfaction, employment status, and higher education level are factors that also affect depressive tendency among diabetic women.",2020,"Clinics (Sao Paulo, Brazil)",employment_status_mental_health_graduates,1662,232
32408347,Youth injury and parents unemployment-the importance of socio-economic status and ethnicity context.,"Youth whose parents are unemployed have poorer health and well-being, including more injuries that result in hospitalization. The current study examined the possibility of an association of parents employment status with youth injury and the interaction of this status with other socio-economic factors and ethnicity. We distributed to adolescents aged 11-15 years, in class, the Israel Health Behavior in School-Aged Children Survey. We distinguished between any injury and severe injury, defining the latter as one necessitating the use of a cast, stitches and crutches or overnight hospitalization. Of 13 705 respondents, 6224 (45 ) had an injury in the past year that required medical treatment and 1827 pupils (13.5 ) reported severe injuries. The odds of any injury were 1.86 for boys as against girls (95 confidence interval CI 1.73-1.99), 0.80 for school grade (95 CI 0.78-0.82), 1.56 for Arabs vs. Jews (95 CI 1.43-1.70) and 1.10 for high Family Affluence Scale (FAS) vs. medium FAS (95 CI 1.01-1.21). Only in the low FAS group, when two parents were unemployed, the odds for severe injury was 1.36 (95 CI 1.03-1.78); when one or two parents were employed, the odds of severe child injury were the same (OR 1.13 and 95 CI 0.92-1.40). Factors that were found to increase the risk of injury among youth were parental unemployment, low socio-economic status and Arab ethnicity. The home environment was the most common place for injury.",2020,European journal of public health,employment_status_mental_health_graduates,1442,233
32269868,Radiation Oncology Resident and Program Director Perceptions of the Job Market and Impact on Well-being.,"Background Radiation oncology graduates occasionally experience difficulties obtaining employment. The purpose of this study was to explore the perceptions of radiation oncology residents (RORs) and program directors (PDs) about the job market and the potential impact on their well-being. Methods RORs and PDs from 13 Canadian training programs were invited to participate. Semi-structured interviews were conducted from March 2014 to January 2015. Knowledge perception of the job market, impact on personal professional life, as well as opinions regarding possible contributing factors solutions to the job market were assessed. A conventional content analysis of each transcript was performed with the clustering of conceptually similar expressions into themes. Demographic information was summarized with descriptive statistics. Results Twenty RORs and four PDs participated. All the participants described delayed retirement and over-training as contributors to the job shortage. The majority of trainees interviewed were concerned about the job market (60 ) and reported that it impacted their personal (60 ) and professional (55 ) relationships. PDs described the job market as negatively impacting their job satisfaction. Resident morale was ranked as poor by both groups. Conclusions Job market shortages can negatively impact the personal and professional well-being of trainees and PDs. Attention to manpower planning is important to maintaining a high-quality workforce. The cyclical undersupply and oversupply of residents occur in several countries, which makes our findings potentially relevant to residency training programs internationally.",2020,Cureus,employment_status_mental_health_graduates,1657,230
32122799,Severe developmental disability and the transition to adulthood.,"Developmental disabilities are serious and long-lasting. There are few studies of developmental disability in the transition to adulthood, when the programs that provided support in childhood may no longer be available. We studied associations of long-lasting developmental disabilities with health, behaviors, and well-being in adulthood. We used the Panel Study of Income Dynamics (1968-2017), its Child Development Supplement (CDS, 1997, 2002, 2007), and its Transition into Adulthood Supplement (TAS, every-other year, 2005-2017) (n 2702) following a national sample from childhood through age 28, defining serious developmental disabilities using diagnoses and reports from parents, teachers, schools, children, and young adults. We tested differences in proportions using Chi-square tests, estimated differences in least squares means, and used logistic regression to compare results for those with and without developmental disabilities. We adjusted results for age, sex, race, immigrant status, family income, region, metropolitan statistical area, educational attainment, and employment status, accounting for sampling weights and survey design. At ages 18-21, 8.2 had serious developmental disability (95 confidence interval, CI 6.6-9.8). They were more likely to report: no high school graduation (19.3 vs. 4.3 ), being assaulted physically (32.1 vs. 20.4 ) or sexually (14.4 vs. 6.6 ), serious criminal arrests (25.7 vs. 13.2 ), smoking (30.8 vs. 12.8 ), sedentariness (5.8 vs. 1.1 ), obesity (39.2 vs. 23.4 ), diabetes (9.1 vs. 2.1 ), and work disability (18.7 vs. 4.3 ) (all p 0.01) compared to peers without developmental disability. Results indicate opportunities to promote education, self-direction, safety, and well-being for people transitioning to adulthood with serious developmental disabilities.",2020,Disability and health journal,employment_status_mental_health_graduates,1819,256
32075277,"Employment Status and Associations with Workability, Quality of Life and Mental Health after Kidney Transplantation in Austria.","Kidney transplantation (KTx) in end-stage renal disease is associated with a significant increase in quality of life (QoL) and self-perceived health, optimally leading to the maintenance of employment or return to work (RTW) in working-age patients. The aim of this study was to assess individual factors including the QoL and mental health of kidney transplant recipients (KTRs) associated with employment after transplantation. A cross-sectional study including working-age patients with a history of KTx after 2012 was conducted at two Austrian study centers (Vienna and Graz). Brief Symptom Inventory (BSI-18), World Health Organization Quality of Life (WHOQOL-Bref) and Workability Index (WAI) were assessed along with detailed questionnaires on employment status. Out of n 139 KTRs (43.2 9.07 years; 57.6 male), 72 (51.8 ) were employed. Employed patients were more frequently in a partnership ( p 0.018) and had higher education levels ( p 0.01) and QoL scores ( p p p 0.013) and no psychological counseling after KTx (OR 0.06; 95 CI 0.003-0.969; p 0.048) were independently associated with employment. Self-assessed mental health, workability and QoL were significantly associated with employment status after KTx. Thus, in order to facilitate RTW after KTx in Austria, vocational rehabilitation and RTW programs addressing KTRs should focus on increasing social support and care for their mental health.",2020,International journal of environmental research and public health,employment_status_mental_health_graduates,1412,212
31800353,Leisure-time physical activity is negatively associated with depression symptoms independently of the socioeconomic status.,"Objective: There are few studies evaluating the relationship between depression symptoms (DS) and physical activity (PA) considering peoples sociodemographic characteristics. This study aimed to analyse the relationship between DS and PA, stratified by sociodemographic characteristics of European adults. Methods: Participants were 29,285 adults (13,943 men, 47.6 ; 15,342 women, 52.4 ), aged 50.9 17.4 (50.6 17.3 men, 51.1 17.5 women) from the European Social Survey round 7. DS was assessed with the Centre for Epidemiological Studies Depression Scale (CES-D8). Leisure-time PA (LTPA) was self-reported. The analysed sociodemographic characteristics were sex, age, living place, household members, marital status, income, and educational level. The relationship between DS and PA, stratified by sociodemographic variables, was examined by linear regression models. Results: Engaging in LTPA was negatively and linearly related to DS, independently of being men or women, being younger, middle or older adult, living in an urban or rural area, having children or not, being single or married, being wealthy or poor, employment status, and to having a lower or a higher education level. Age was the variable with both the least and the greatest effect of LTPA on DS. The least effect of LTPA on DS was observed in younger adults ( β -0.08, 95 CI: -0.11, -0.05) and the greatest effect in retired people ( β -0.33, 95 CI: -0.36, -0.29). Conclusion: Independently of sociodemographic characteristics, LTPA is associated with DS and can benefit everyone. Public health policies for promoting mental health should include PA promotion as an important strategy for the prevention or treatment of DS.",2020,European journal of sport science,employment_status_mental_health_graduates,1695,256
31728559,Relative importance of perceived physical and social neighborhood characteristics for depression: a machine learning approach.,"The physical and social neighborhood environments are increasingly recognized as determinants for depression. There is little evidence on combined effects of multiple neighborhood characteristics and their importance. Our aim was (1) to examine associations between depression severity and multiple perceived neighborhood environments; and (2) to assess their relative importance. Cross-sectional data were drawn from a population-representative sample (N 9435) from the Netherlands. Depression severity was screened with the Patient Health Questionnaire (PHQ-9) and neighborhood perceptions were surveyed. Supervised machine learning models were employed to assess depression severity-perceived neighborhood environment associations. We found indications that neighborhood social cohesion, pleasantness, and safety inversely correlate with PHQ-9 scores, while increasing perceived distance to green space and traffic were correlated positively. Perceived distance to blue space and urbanicity seemed uncorrelated. Young adults, low-income earners, low-educated, unemployed, and divorced persons were more likely to have higher PHQ-9 scores. Neighborhood characteristics appeared to be less important than personal attributes (e.g., age, marital and employment status). Results were robust across different ML models. This study suggested that the perceived social environment plays, independent of socio-demographics, a role in depression severity. Contrasted with person-level and social neighborhood characteristics, the prominence of the physical neighborhood environment should not be overstated.",2020,Social psychiatry and psychiatric epidemiology,employment_status_mental_health_graduates,1601,201
31694872,Investigating young adults mental health and early working life trajectories from a life course perspective: the role of transitions.,"Many young adults leave the labour market because of mental health problems or never really enter it, through early moves onto disability benefits. Across many countries of the Organisation for Economic Co-operation and Development, between 30 and 50 of all new disability benefit claims are due to mental health problems; among young adults this moves up to 50 -80 . We propose a research agenda focused on transitions in building young adults mental health and early working life trajectories, considering varying views for subgroups of a society. First, we briefly review five transition characteristics, then we elaborate a research agenda with specific research questions. Our research agenda focuses on transitions as processes, in time and place and as sensitive periods, when examining young adults mental health and early working life trajectories from a life course perspective. As more and more childhood and adolescent cohorts mature and facilitate research on later life labour market, work and health outcomes, transition research can help guide policy and practice interventions. In view of the many challenges young adults face when entering the changing world of work and labour markets, future research on transitions in young adults related to their mental health and early working life trajectories will provide ample opportunities for collaborative cross-disciplinary research and stimulate debate on this important challenge.",2020,Journal of epidemiology and community health,employment_status_mental_health_graduates,1447,217
31642590,Individual placement and support in Italian young adults with mental disorder: Findings from the Reggio Emilia experience.,"Individual placement and support (IPS) has a considerable body of evidence for its effectiveness in helping people with mental disorder to achieve and maintain competitive jobs. However, little data in young adult populations are currently available, especially in Europe. Aim of this study was to assess the effect of IPS in Italian young adults with moderate-to-severe mental illness, examining the main competitive employment outcomes and drop out rates during a 3-year follow-up period. Participants (n 54) were recruited from patients receiving psychiatric treatment in one of the seven adult Community Mental Health Centers of the Reggio Emilia Department of Mental Health. Together with drop out rates, we investigated job duration (total number of days worked), job acquisition (employment in the labour market for at least 1 day during the follow-up), total hours per week worked, and job tenure (weeks worked on the longest-held competitive job). A crude competitive employment rate of 40.7 and a crude drop out rate of 22.2 over the 3-year follow-up period were found. However, 66 of 42 clients who remained in the program over 3 years gained competitive employment at some time during the 3-year period. This research shows the feasibility of an IPS intervention model in the public mental health care system in Italy, especially for a young adult target population.",2020,Early intervention in psychiatry,employment_status_mental_health_graduates,1378,216
